No.,Temp,DO,PH,CONDUCTIVITY,BOD,NITRITE,FECAL_COLIFORM,TOTAL_COLIFORM,Wqi,Class,,,,,
141,0.565714286,0.456140351,0.743618202,0.015302093,0.052385407,0.054277829,6.42151E-05,0.000112504,29.73376542,1,,,,,
142,0.837142857,0.368421053,0.743618202,0.002860761,0.003741815,0.001471941,1.63216E-05,1.8169E-05,29.74656668,1,,,,,
143,0.816314286,0.359649123,0.751942286,0.007619757,0.012699719,0.012631095,7.88928E-06,6.06546E-06,29.74820035,1,,,,,
144,0.608571429,0.456140351,0.810210877,0.006928406,0.001683817,0.005427783,1.46777E-08,1.76094E-08,29.75111795,1,,,,,
145,0.542857143,0.49122807,0.821309656,0.002503166,0.004115996,0.00349586,1.83472E-08,3.13056E-08,29.7715944,1,,,,,
146,0.545714286,0.412280702,0.799112098,0.003009759,0.025444341,0.13799448,4.93319E-05,3.92416E-05,29.80894394,1,,,,,
147,0.457142857,0.561403509,0.76581576,0.000908888,0.004864359,0.035694572,8.32961E-07,1.05265E-06,29.8190068,1,,,,,
148,0.742857143,0.385964912,0.810210877,0.006377114,0.000748363,0.001379945,1.04579E-06,2.13269E-06,29.8712573,1,,,,,
149,0.657142857,0.350877193,0.849056604,0.010861953,0.067352666,0.026586937,4.36663E-06,5.77197E-06,29.88717596,1,,,,,
150,0.808571429,0.368421053,0.776914539,0.001028086,0.001122544,0.009567617,8.80664E-07,8.21772E-07,29.89000961,1,,,,,
151,0.742857143,0.447368421,0.699223085,0.00074499,0.001870907,0.028518859,2.5686E-06,3.13056E-06,29.92212737,1,,,,,
152,0.505714286,0.535087719,0.754716981,0.011621843,0.027502339,0.013275069,0.001126499,0.000980399,29.93283557,1,,,,,
153,0.494285714,0.526315789,0.776914539,0.012217835,0.028624883,0.013275069,0.001126499,0.000980399,29.9331791,1,,,,,
154,0.771428571,0.280701754,0.865704772,0.07558668,0.010851263,0.001839926,3.05664E-06,2.67271E-06,29.9400263,1,,,,,
155,0.6,0.368421053,0.843507214,0.017402965,0.059494855,0.069917203,7.33887E-05,9.09819E-05,30.00696427,1,,,,,
156,0.742857143,0.473684211,0.688124306,0.000700291,0.001309635,0.004599816,4.58679E-06,3.57079E-06,30.02526156,1,,,,,
157,0.6,0.421052632,0.821309656,0.012292334,0.03554724,0.042318307,3.48596E-05,0.000146745,30.07086939,1,,,,,
158,0.585714286,0.473684211,0.754716981,0.013156522,0.028811974,0.046918123,3.48596E-05,4.2556E-05,30.07300025,1,,,,,
159,0.828571429,0.394736842,0.732519423,0.00372495,0.004490178,0.001471941,5.76835E-06,1.15224E-05,30.08163287,1,,,,,
160,0.6,0.429824561,0.821309656,0.013290621,0.026192703,0.040478381,2.93555E-05,0.000146745,30.12244733,1,,,,,
161,0.828571429,0.570175439,0.410654828,0.050420919,0.003554724,0.006964121,2.77776E-09,1.25809E-06,30.14245988,1,,,,,
162,0.504771429,0.529210526,0.817647059,0.004817105,0.006112254,0.006136155,8.76995E-06,1.3436E-05,30.16227637,1,,,,,
163,0.885714286,0.350877193,0.754716981,0.003084258,0.003367633,0.003127875,3.0016E-06,4.46105E-06,30.16795295,1,,,,,
164,0.6,0.438596491,0.799112098,0.014646502,0.048830683,0.028058878,0.000118339,0.000264141,30.18409243,1,,,,,
165,0.542857143,0.51754386,0.810210877,0.003486553,0.002806361,0.003311868,1.46777E-08,2.34792E-08,30.1882652,1,,,,,
166,0.628571429,0.377192982,0.832408435,0.017224167,0.045837231,0.070377185,0.000123843,0.000127179,30.22226061,1,,,,,
167,0.78,0.403508772,0.776914539,0.000968487,0.003180543,0.002575897,2.31541E-06,3.78993E-06,30.23131543,1,,,,,
168,0.642857143,0.48245614,0.76581576,0.001758176,0.005238541,0.013275069,0.001126499,1.9566E-08,30.23869599,1,,,,,
169,0.542857143,0.355263158,0.871254162,0.011524994,0.029934518,0.178012879,0.001126499,0.000980399,30.28256273,1,,,,,
170,0.8,0.403508772,0.76581576,0.00146018,0.001122544,0.00101196,6.16465E-07,6.80897E-07,30.29041831,1,,,,,
171,0.671428571,0.49122807,0.732519423,0.002458467,0.003554724,0.013275069,0.001126499,4.50018E-08,30.31461662,1,,,,,
172,0.557142857,0.429824561,0.854605993,0.021127915,0.039289055,0.038638454,0.000102744,9.68517E-05,30.32838322,1,,,,,
173,0.457142857,0.631578947,0.688124306,0.013856813,0.014967259,0.013799448,0.001126499,0.000980399,30.34360794,1,,,,,
174,0.671428571,0.456140351,0.788013319,0.002443567,0.005238541,0.013275069,0.001126499,3.9132E-08,30.35654494,1,,,,,
175,0.485714286,0.596491228,0.732519423,0.00073009,0.003554724,0.02824287,6.60498E-08,7.43508E-08,30.37077947,1,,,,,
176,0.8,0.473684211,0.654827969,0.00886538,0.001496726,0.000919963,2.09158E-06,2.69032E-06,30.37379335,1,,,,,
177,0.8,0.385964912,0.788013319,0.001683677,0.002806361,0.010763569,1.31366E-06,1.41266E-06,30.37439068,1,,,,,
178,0.642857143,0.403508772,0.821309656,0.019131342,0.04546305,0.036798528,7.88928E-05,9.783E-05,30.41758958,1,,,,,
179,0.828571429,0.412280702,0.732519423,0.001028086,0.003367633,0.002391904,8.58647E-07,2.119E-06,30.422745,1,,,,,
180,0.622857143,0.429824561,0.810210877,0.018878045,0.043966324,0.027598896,9.08185E-05,0.000106146,30.43573607,1,,,,,
181,0.742857143,0.350877193,0.821309656,0.01633018,0.048643592,0.027598896,0.000116505,0.000112504,30.43738263,1,,,,,
182,0.737142857,0.307017544,0.821309656,0.015853386,0.037418148,0.121435143,2.93555E-05,2.83707E-05,30.44388884,1,,,,,
183,0.651428571,0.412280702,0.810210877,0.016210981,0.044527596,0.036798528,0.000103662,0.00010957,30.50565777,1,,,,,
