,TEMP,PH,CONDUCTIVITY,DO,BOD
3059,14.44,8.09,851.2,79.6,<2
3060,17.15,8.1,859.5,101,<2
3061,13.73,8.11,949.3,81.9,<2
3062,19.52,8.08,749.4,69.1,5.1
3063,16.69,7.73,770.8,69.5,4
3064,15.15,7.69,774.6,77.1,<2
3065,15.2,7.86,548.6,88.2,<2
3066,15.43,7.6,680.8,70.1,<2
3067,14.85,7.64,1129.6,54,<2
3068,16.3,7.55,930.9,55.4,<2
3069,15.64,7.76,936.3,63.9,<2
3070,16.44,7.67,766.5,62.8,3
3071,15.18,7.5,893.6,59.9,<2
3072,14.98,7.61,917.5,61.2,2
3073,16.08,7.84,769.4,76.9,<2
3074,15.8,7.44,891.9,31.7,4
3075,20.16,8.18,495.5,86.5,12
3076,14.3,7.52,1856.1,57.9,<2
3077,20.56,7.86,483.7,55.8,12
3078,15.09,7.45,796.5,58.5,<2
3079,16.08,7.93,685.7,81,<2
3080,16.25,7.7,760.3,58.1,<2
3081,15.4,8.06,829.1,74,9
3082,19.58,7.92,774.3,62.4,2
3083,16.38,7.64,662.8,79.8,2
3084,16.11,7.83,671.3,82.6,2
3085,15.49,7.83,531.7,85.7,<2
3086,15.74,7.69,522.8,80.7,2
3087,14,7.77,742.3,70.9,<2
3088,15.29,7.74,833.4,81.7,<2
3089,16.5,7.82,245.7,84,4
3090,16.07,7.87,589.7,84,2
3091,14.96,7.65,865.8,7.21,<2
3092,14.97,7.7,870.6,7.33,<2
3093,15.93,7.67,376.6,83.1,6
3094,16.24,7.37,344.7,76.6,6
3095,17.94,7.77,471.6,52.6,18
3096,15.55,7.42,888.7,71.3,4
3097,17.41,7.45,433.3,25.7,11
3098,15.67,7.7,665,84,2
3099,15.17,7.78,500.2,90.7,4
3100,15.4,7.59,509.1,63,2
3101,15.86,7.8,711.5,84.8,3
3102,17.17,7.88,698,74.3,3
3103,15.15,7.75,900.1,50.8,<2
3104,13.34,7.85,808.6,75.4,<2
3105,12.77,7.74,853.5,83,<2
3106,13.45,7.65,1049.2,47.9,<2
3107,13.76,7.77,1069,55.9,<2
3108,14.13,7.67,800,73.3,<2
3109,14.92,7.93,763.9,71.1,4
3110,15.59,7.7,669.6,73.5,<2
3111,13.97,7.62,935,6.02,<2
3112,13.82,7.72,954.8,6.96,<2
3113,14.81,7.66,903,42.2,11
3114,15.69,7.69,849.4,43.2,7
3115,15.87,7.91,475.8,77.4,18
3116,13.93,7.72,1831.7,55.5,<2
3117,16.26,7.73,464.7,46.6,5
3118,14.69,7.7,816.6,53.7,<2
3119,13.3,8.1,836.5,82.5,<2
3120,14.31,7.77,858.8,62.9,<2
3121,14.37,8.09,1036.9,77.5,<2
3122,15.33,7.97,771.5,73,<2
3123,10.47,7.99,857.9,61.5,2.4
3124,9.96,7.94,785.3,85.8,<2
3125,7.21,7.9,773.8,102,<2
3126,6.6,7.68,1018,63.8,<2
3127,7.61,7.57,1032.7,108.3,<2
3128,8.83,7.8,761.3,80.6,<2
3129,8.5,8.05,712.8,76.5,<2
3130,11.16,7.89,730.9,79.2,<2
3131,8.96,7.68,809.3,8.54,<2
3132,8.77,7.8,822.7,8.7,<2
3133,9.19,7.87,515.6,84.2,<2
3134,9.83,7.63,736.9,58.1,7.14
3135,10.65,7.63,515.7,31.7,4.22
3136,11.4,7.79,1768.3,66.6,<2
3137,7.17,7.64,510.7,31.4,4.76
3138,11.79,7.77,773.6,59.6,4.88
3139,7.58,8.19,831.1,87.9,<2
3140,7.72,7.49,712,17.9,<2
3141,10.89,8.19,956.2,83.8,<2
3142,10.38,7.95,746.2,78.8,<2
3143,8.9,8.39,897.3,76.7,2
3144,7.68,7.98,812.2,81.2,2
3145,5.46,6.61,909.7,89.8,2
3146,4.85,7.12,1054,72.3,2
3147,6.56,7.25,855.7,100.8,3
3148,7.48,8,721.6,85.7,<2
3149,8.1,8.26,664.3,89.7,2
3150,9.13,8.08,718,85.5,3
3151,7.54,7.85,804.8,10.51,<2
3152,7.64,8,791,10.05,<2
3153,6.91,8.47,746.7,90,2
3154,8.83,7.76,854.8,76.3,2
3155,6.17,7.6,492.3,58.2,9
3156,9.63,7.96,1681.8,69.2,2
3157,3.95,7.51,549,30.7,2
3158,9.63,8,770.8,77.2,2
3159,4.72,6.96,764.6,92.1,2
3160,5.6,8.13,792.6,75.7,<2
3161,8.82,8.28,1002.6,85,<2
3162,7.23,8.08,711.5,81.8,2
3163,6.68,7.31,838.2,101,3
3164,7.64,7.96,823.7,85.7,2
3165,4.74,6.91,1093.6,100.3,2
3166,7.6,7.96,954.4,67,2
3167,5.76,7.54,980.5,83,4
3168,5.21,7.97,924.6,91.1,<2
3169,6.48,8.13,731.5,84.4,2
3170,7.3,7.93,760.1,84.3,<2
3171,6.56,7.72,985.6,9.77,<2
3172,6.59,7.87,987.3,10.59,<2
3173,7.22,7.79,895,67.3,3
3174,7.22,7.79,895,67.3,2
3175,3.16,7.34,525.4,27.6,8
3176,9.39,7.81,1813.8,71.4,<2
3177,2.6,6.52,619.7,25.8,2
3178,8.54,7.97,808.6,75.6,2
3179,3.24,7.46,880.7,102.1,2
3180,3.85,8,920.5,90.7,2
3181,7.82,8.18,1035,90.4,2
3182,3.6,8.18,852.4,97.3,<2
3183,7.32,7.72,787.6,94.8,
3184,7.2,7.82,758.7,96.7,
3185,6.36,5.83,819,100.6,
3186,5.61,7.05,986.4,92.3,
3187,6.7,4.85,583,97.3,
3188,7.35,7.88,573.2,100.3,
3189,7.19,7.98,502.7,100.4,
3190,7.81,7.77,597.2,97.7,
3191,7.5,6.31,608.7,93.5,
3192,7.47,7.56,604.4,95.2,
3193,7.11,7.14,488.2,101.3,
3194,7.16,7.22,540.5,100.6,
3195,8.2,7.47,708.4,87,
3196,7.44,6.97,403.1,34.4,
3197,9.56,7.73,1309.7,86.8,
3198,4.34,7.19,411.1,36.3,
3199,9,7.84,655.5,92.7,
3200,5.3,7.67,568.5,105.8,
3201,6.23,7.76,648.1,88.5,
3202,8.11,8,857.2,101,
3203,7.8,7.29,463.2,96.3,
3204,7.84,7.78,466.3,97.2,
3205,8,7.77,823.3,92.9,
3206,8.31,7.89,761.8,98.7,
3207,7.33,4.3,865.6,98.6,
3208,6.74,5.91,1086.1,89.5,
3209,5.87,5.97,613,97.6,
3210,6.38,7.49,621.4,94.2,
3211,6.89,7.79,565.6,95,
3212,7.56,7.66,620.2,93.1,
3213,6.93,7.1,663,88.7,
3214,7.07,7.33,659.5,92.3,
3215,7.11,7.51,547.4,98.5,
3216,6.93,7.65,575.6,107.6,
3217,8.23,7.68,726.4,85.1,
3218,6.92,7.19,407,80.2,
3219,10.21,7.72,1463.4,79.1,
3220,6.01,7.66,461.5,82.5,
3221,9.07,7.97,643.4,89.6,
3222,6.54,6.79,575.8,103.5,
3223,6.81,7.8,591.9,92.1,
3224,8.72,8.03,844,98,
3225,6.59,7.59,513,102.7,
3226,6.67,6.56,545.5,100.7,
3227,9.45,7.28,791.4,67.3,
3228,11.86,7.8,656.7,105.4,
3229,10.22,7.32,784,88.2,
3230,8.26,5.72,831.8,114.7,
3231,7.27,6.44,1151.7,84.1,
3232,8.67,6.57,871.7,104.8,
3233,9.11,7.42,716.5,106,
3234,9.76,8.16,589.2,106.5,
3235,9.23,7.76,658.2,92.3,
3236,9.32,7.48,776.7,105.6,
3237,9.64,7.8,781.8,100.2,
3238,9.68,7.72,685.2,108.8,
3239,9.98,8.08,658.2,152.2,
3240,10.37,7.27,777.4,72.8,
3241,11.09,8.03,398.9,75.1,
3242,11.53,7.55,1652,80.8,
3243,13.2,8.03,475,85.4,
3244,10.23,7.72,667,95.7,
3245,8.82,8.02,692,121.7,
3246,11.24,8.24,717,155.7,
3247,9.91,7.41,904,102.2,
3248,9.43,7.89,441,93.6,
3249,9.53,7.97,627.2,98.2,
3250,9.26,7.85,797,93.6,
3251,10.67,7.94,665.6,96.7,
3252,8.81,7.56,833.7,101.2,
3253,8.42,7.44,1127,59.5,
3254,8.22,6.25,929.9,86.1,
3255,12.16,8.04,751.3,92.1,
3256,11.23,8.02,627.3,108.3,
3257,11.55,7.9,714.2,79,
3258,12.05,7.85,823.9,104.8,
3259,12.01,8,827.8,100.9,
3260,10.82,7.82,706.6,96.7,
3261,11.68,7.38,706.7,118.3,
3262,11.62,7.61,757.1,49.1,
3263,15.38,8.01,375.4,100.5,
3264,11.33,7.65,1671.2,61.5,
3265,15.12,8.04,466.6,76.3,
3266,10.67,8.03,667,88,
3267,10.9,7.97,723.4,93.7,
3268,12.72,8.04,743.4,99.3,
3269,10.98,8,901,98.9,
3270,13.4,7.51,467,103.9,
3271,14.11,6.75,459.3,133.6,
3272,11.84,7.24,832,57.4,
3273,11.05,7.3,776.7,68.4,
3274,10.44,6.77,774.8,80,
3275,10.22,6.92,704.7,34.6,
3276,9.74,6.41,1009.7,63.1,
3277,13.4,7.74,740.2,52.7,
3278,11.93,7.87,753.1,86.3,
3279,12.61,7.73,706.1,64.4,
3280,11.11,7.4,823.3,51.8,
3281,11.28,7.62,815.7,67.3,
3282,12.71,7.93,726.6,74.7,
3283,,,,,
3284,14.18,7.82,809.1,42.3,
3285,16.21,8.52,396.9,108.8,
3286,12.07,7.54,1651,59.1,
3287,15.83,7.98,452,77.9,
3288,12.94,7.81,713.5,66.2,
3289,11.76,7.92,740.7,81.7,
3290,13.55,7.68,779.2,123.4,
3291,12.04,7.6,0.873,76.1,
3292,16.81,8.66,569.7,214.5,
3293,14.18,7.42,750.6,87.1,
3294,13.07,7.44,751.3,89.4,
3295,12.52,7.27,790.1,99,
3296,12.53,7.25,951.2,86.6,
3297,13.3,6.91,897.5,61.2,
3298,14.92,7.42,668.1,75.9,
3299,14.58,7.61,773,83.7,
3300,14.27,7.28,708.2,84.9,
3301,14.5,7.07,678,63.4,
3302,14.5,7.16,693.1,62.6,
3303,13.96,7.72,695.8,87.3,
3304,14.5,7.72,669.8,95.2,
3305,14.48,7.4,757.2,57.3,
3306,17.54,7.8,463.4,73.2,
3307,12.76,7.55,1393.6,73.4,
3308,19.87,8.04,416.7,84.5,
3309,13.9,7.69,669.3,93.6,
3310,13.57,7.92,515.8,98.7,
3311,15.36,7.79,513.5,84.1,
3312,12.92,7.69,0.83,93.9,
3313,16.28,7.71,615.7,79.7,
3314,15.68,7.36,665.8,88.5,
3315,14.19,7.22,664.1,86.3,
3316,13.75,6.53,481.1,90,
3317,13.82,6.79,675.1,66.7,
3318,13.21,6.51,766.9,92.5,
3319,14.86,7.63,499.9,99.7,
3320,14.27,7.76,718.1,115.3,
3321,14.69,7.55,686.8,116.7,
3322,14.11,7.21,631.3,90.6,
3323,14.22,7.35,624.5,87.6,
3324,13.53,7.79,646.1,118.3,
3325,13.9,7.83,624.4,117.8,
3326,14.13,7.59,705.4,79.7,
3327,17.21,7.83,540,53.5,
3328,13.61,7.24,1455.8,68.7,
3329,19.74,8.37,344.9,124.9,
3330,14.66,7.56,668.1,91.8,
3331,14,7.66,624.8,103,
3332,15.38,7.77,551.5,84,
3333,14.31,7.17,0.727,94.4,
3334,16.87,7.9,621.6,95.3,
3335,15.74,7.69,781.3,81.6,
3336,13.85,7.49,707.8,88.4,
3337,13.88,7.06,799.2,90.1,
3338,14.56,7.37,931.7,48.2,
3339,12.94,6.91,1013.8,56.3,
3340,15.59,7.23,727.1,68.5,
3341,14.51,7.38,824.4,82.1,
3342,15.56,7.22,676.4,81,
3343,13.67,6.84,804,73.1,
3344,13.59,7.04,810.8,69.5,
3345,14.57,7.53,715.1,79.9,
3346,14.75,7.48,694.8,76,
3347,15.12,7.35,713.6,58.5,
3348,19,7.61,585.3,62.3,
3349,14,7.43,1562,61.8,
3350,18.85,7.26,314.7,105.3,
3351,14.62,7.84,686,90.6,
3352,15.08,7.84,659.2,98,
3353,20.86,7.54,3,104.8,
3354,14.67,7.65,0.889,87.7,
3355,18.13,7.58,671.3,77.2,
3356,14.85,6.9,722.5,63.2,
3357,13.51,7.09,678.7,94.2,
3358,12.51,6.05,589.5,94.9,
3359,12.87,6.55,692.4,70.5,
3360,11.28,7.03,701.1,77,
3361,13.22,7.11,594.3,76.6,
3362,11.98,7.19,761.6,86.8,
3363,13.61,7.01,672,76.4,
3364,11.48,6.71,728.8,77.2,
3365,11.28,6.84,724.4,77.2,
3366,10.96,7.39,686.9,93.3,
3367,11.65,7.35,676,77.6,
3368,,,,,
3369,15.79,7.43,592,36.4,
3370,13.54,7.42,1414.2,73,
3371,16.03,8.35,312.1,120.9,
3372,14.03,7.63,656.7,85.9,
3373,13.32,7.81,556.1,94.9,
3374,21.57,7.09,3.8,102.4,
3375,14.05,7.44,0.782,93.5,
3376,15.82,7.43,643.9,75.2,
3377,12.6,6.64,239.1,90.2,
3378,12.49,6.8,231,93.4,
3379,11.75,7.03,181,97.3,
3380,11.67,6.42,220.6,91.2,
3381,8.73,6.65,620.1,79.4,
3382,10.28,7.24,462.8,79.7,
3383,12.03,7.36,673.3,87.5,
3384,12.76,7.12,647.8,82.3,
3385,10.46,6.82,572.2,75.6,
3386,10.7,6.97,575.3,78.8,
3387,10.1,7.48,559.8,93.5,
3388,10.78,7.54,491.4,87.1,
3389,12.03,7.27,672.9,50.1,
3390,11.9,7.62,605.1,49.9,
3391,12.3,7.09,187,91.8,
3392,10.28,7.37,379.7,37.6,
3393,12.49,7.19,161.2,95.3,
3394,10.49,7.56,480.2,96.7,
3395,12.15,7.37,385.3,62,
3396,12.88,7.23,0.253,91.1,
3397,11.82,7.71,712.5,80.6,
3398,7.31,6.71,4.7,127.1,
3399,9.02,7.11,703.2,105.6,
3400,7.45,5.97,610.6,119.5,
3401,7.28,6.54,836.3,71.6,
3402,10.39,6.96,747.7,82,
3403,10.25,7.38,591.6,87.2,
3404,11.47,7.53,583.9,89.5,
3405,11.67,7.27,606.4,84,
3406,10.78,7.07,647.4,75.4,
3407,10.78,7.14,636.1,80,
3408,11.14,7.63,563.1,91.8,
3409,11.04,7.69,568.9,90.2,
3410,11.82,7.43,720.6,64.2,
3411,8.97,7.7,613.5,25.8,
3412,11.08,7.24,1387.1,74.2,
3413,7.05,7.45,451.4,37,
3414,11.27,7.53,670.5,82.7,
3415,8.09,7.48,699.2,112.9,
3416,8.98,7.54,730.2,74.9,
3417,10.47,7.27,0.841,91.7,
3418,8.99,7.74,674.1,86.9,
3419,8.78,7.92,653.7,90,
3420,9.23,7.99,663.5,90.1,
3421,7.63,7.7,628.1,95.3,
3422,7.45,7.63,646.2,88.3,
3423,7.03,7.69,426,89.7,
3424,8.25,7.74,436.9,89.8,
3425,8.39,7.84,490.9,92.4,
3426,8.66,7.55,497.3,92.2,
3427,8.04,7.68,421.7,86,
3428,8.09,7.52,431.3,88.2,
3429,7.81,8.08,415.6,93.3,
3430,7.89,8.09,415.1,89.6,
3431,9.39,7.86,539.8,82.4,
3432,5.16,8.29,582.7,70.1,
3433,8.97,7.99,848,85.8,
3434,3.23,8.41,448.8,58.1,
3435,9.94,8.01,636.8,84.4,
3436,5.64,8.1,442.4,102.2,
3437,6.58,8.37,514.1,77.7,
3438,9.58,8.07,0.721,93.2,
3439,6.81,8.24,510.5,106.6,
3440,8.17,6.75,648.6,85.4,
3441,8.61,6.89,591.5,89.3,
3442,8.01,6.67,592,93.1,
3443,7.73,6.65,957.2,84.2,
3444,2.55,7.63,870.2,89.8,
3445,3.66,7.46,670.7,95.2,
3446,4.62,7.25,569.1,100.5,
3447,6.16,7.08,631.4,92.6,
3448,4.09,7.14,757.5,92.8,
3449,4.13,7.19,745.1,95.7,
3450,4.25,7.61,654.7,101.4,
3451,3.86,7.52,672.8,102.3,
3452,5.23,7.38,819.3,90.9,
3453,3.43,7.75,553.3,45.5,
3454,9.52,7.15,1180.7,79.6,
3455,3.78,7.52,502.5,69.5,
3456,8.67,7.26,520.2,82.2,
3457,6.47,7.34,838.8,98.4,
3458,5.04,7.5,738.1,99.8,
3459,8.71,7.2,0.663,89.1,
3460,4.83,7.75,619.8,98.2,
3461,No Data  ,No Data  ,No Data  ,No Data  ,
3462,No Data  ,No Data  ,No Data  ,No Data  ,
3463,No Data  ,No Data  ,No Data  ,No Data  ,
3464,No Data  ,No Data  ,No Data  ,No Data  ,
3465,No Data  ,No Data  ,No Data  ,No Data  ,
3466,No Data  ,No Data  ,No Data  ,No Data  ,
3467,No Data  ,No Data  ,No Data  ,No Data  ,
3468,No Data  ,No Data  ,No Data  ,No Data  ,
3469,No Data  ,No Data  ,No Data  ,No Data  ,
3470,No Data  ,No Data  ,No Data  ,No Data  ,
3471,No Data  ,No Data  ,No Data  ,No Data  ,
3472,No Data  ,No Data  ,No Data  ,No Data  ,
3473,No Data  ,No Data  ,No Data  ,No Data  ,
3474,No Data  ,No Data  ,No Data  ,No Data  ,
3475,No Data  ,No Data  ,No Data  ,No Data  ,
3476,No Data  ,No Data  ,No Data  ,No Data  ,
3477,No Data  ,No Data  ,No Data  ,No Data  ,
3478,No Data  ,No Data  ,No Data  ,No Data  ,
3479,No Data  ,No Data  ,No Data  ,No Data  ,
3480,No Data  ,No Data  ,No Data  ,No Data  ,
3481,No Data  ,No Data  ,No Data  ,No Data  ,
3482,8.9,8.08,954,88.5,
3483,9.3,8.16,691,108.3,
3484,6.8,8.28,1006,112.9,
3485,6.8,8.07,1174,89.8,
3486,6.3,8.13,721,98.2,
3487,7.2,8.16,655,95.4,
3488,7.9,8.3,618,100,
3489,8.5,8.05,727,88.1,
3490,7.8,8.05,737,92.1,
3491,7.7,8.07,728,92.8,
3492,8,8.38,641,101.6,
3493,8,8.49,616,111.6,
3494,9.1,7.8,860,86.8,
3495,8.6,7.88,585,55.4,
3496,10.5,7.96,1715,86.3,
3497,8,7.99,577,91.8,
3498,9.6,7.85,754,82.1,
3499,7.3,8.39,787,110.8,
3500,8,8.31,829,105.4,
3501,10.6,8.13,1089,44.7,
3502,8.3,8.33,685,100.1,
3503,6,8.19,838,101.9,
3504,7.8,8,815,100.3,
3505,8.3,8.09,805,105.9,
3506,9.4,8.01,748,90.6,
3507,8.5,8.15,711,95.1,
3508,8.3,8.29,738,100.7,
3509,8.7,7.85,942,88.4,
3510,8.2,8.51,795,105.8,
3511,9,8.67,770,151.4,
3512,10.5,8.45,692,96.1,
3513,12.4,8.26,577,81.5,
3514,9.2,7.59,317.2,91.4,
3515,9,7.85,802,91.2,
3516,10.5,8.04,569,93.3,
3517,10.6,7.95,424.2,96.4,
3518,10.3,8,521,89.9,
3519,8.7,8.42,765,104,
3520,10.7,7.95,548,78.3,
3521,10.9,7.77,1210,69,
3522,12.4,8.15,532,101.1,
3523,11.6,8.27,752,91.2,
3524,9.8,8.01,905,87.3,
3525,10.8,7.91,842,85.8,
3526,10.9,7.96,833,84.6,
3527,10.3,8.07,689,88.3,
3528,11.1,8.17,735,95,
3529,9.7,8.34,603,99.2,
3530,10.7,7.6,870,75.9,
3531,10.1,8.34,714,97.1,
3532,10.4,8.32,697,95.6,
3533,11.7,8.18,646,97.5,
3534,15,8.17,521,79.3,
3535,10.5,7.63,842,83.9,
3536,9.7,7.92,1028,88.5,
3537,11.4,8.26,817,113.2,
3538,11.2,7.96,747,98.5,
3539,10.8,8.12,982,93.7,
3540,11.7,8.03,697,83.7,
3541,12.1,7.77,1813,82.8,
3542,10.7,8.34,737,103,
3543,15.7,7.96,490.5,79.8,
3544,12.8,8.26,760,99.8,
3545,12.3,7.88,689,86.3,
3546,13,7.78,716,72,
3547,13,7.72,746,64.4,
3548,13.1,7.93,611,87.7,
3549,13.6,8.07,591,83.6,
3550,13.1,8.22,558,91.6,
3551,13.6,7.64,604,63.4,
3552,12.6,8.19,605,94.1,
3553,13.4,8.17,573,96.6,
3554,13.6,8.13,620,79.8,
3555,16.4,8.31,499.8,80.6,
3556,12.8,7.73,658,98.4,
3557,13.1,7.8,665,92.3,
3558,13.5,7.77,760,93.3,
3559,13.3,7.99,739,96,
3560,13.1,8.06,832,96.2,
3561,13.1,7.74,1333,78.5,
3562,13.4,7.98,643,75,
3563,12.5,8.08,513,103.7,
3564,16.6,8.36,487.1,91.7,
3565,13,8.14,563,87.4,
3566,No Data ,No Data ,No Data ,No Data ,
3567,13.1,8.09,894,75.7,
3568,13.4,7.88,1039,66,
3569,13.3,7.93,1093,57.3,
3570,13.4,8.15,668,85.2,
3571,14.6,8.15,687,83.7,
3572,12.9,8.33,604,83.7,
3573,14.1,7.7,817,54.1,
3574,13.6,8.3,699,89,
3575,14.7,8.29,735,93.3,
3576,15,8.17,620,85.9,
3577,19,8.42,443.1,80.5,
3578,12.7,7.94,763,100.2,
3579,13.4,7.89,884,78.6,
3580,14.7,8,834,83.4,
3581,13.2,7.93,799,92.9,
3582,13,8.11,1017,96,
3583,13.4,7.63,1870,85.9,
3584,13.8,7.96,736,85.2,
3585,14.1,8.26,705,95.5,
3586,19.1,8.28,414.3,87.1,
3587,14.9,8.42,775,136.3,
3588,15.4,7.75,947,75.4,
3589,15.3,7.76,980,66.5,
3590,14.7,7.82,1041,62.1,
3591,16.1,7.98,673,83,
3592,17.5,7.96,644,65.9,
3593,16,8.2,660,91.7,
3594,16.2,7.78,782,48,
3595,15.7,8.19,741,82.2,
3596,16.6,8.12,691,84.7,
3597,17.4,8.16,664,88.2,
3598,20.3,8.14,449.4,51.7,
3599,14.7,7.75,769,97.2,
3600,16,7.8,874,73.3,
3601,16.6,7.77,798,40.3,
3602,14.4,7.83,786,89.3,
3603,14.3,7.98,1006,91.9,
3604,14.2,7.75,2000,82.5,
3605,15.4,7.93,708,81.6,
3606,16.4,8.17,656,98.9,
3607,21,8.07,451.9,61.5,
3608,17.5,8.01,657,74.4,
3609,13.5,8.02,1076,78.8,
3610,13.5,7.78,996,72.8,
3611,12.9,7.86,1049,64.8,
3612,14.9,7.93,688,60.1,
3613,14.6,7.94,645,66.8,
3614,13.7,8.1,641,91.6,
3615,14.3,7.86,824,53.8,
3616,13.5,8.16,765,88,
3617,14,8.17,759,89.7,
3618,14.7,8.19,699,85.4,
3619,16.4,8.23,442.4,61.9,
3620,12.1,7.69,796,95.7,
3621,12.7,7.73,972,60.6,
3622,14,7.78,756,52.7,
3623,12.8,7.83,735,86.4,
3624,13.2,7.98,1008,92.5,
3625,13.4,7.83,1954,76.7,
3626,14.2,8.06,639,71.6,
3627,12.9,8.15,777,92.5,
3628,15.4,8.11,514,61.4,
3629,13.9,8.05,786,84.9,
3630,10.2,7.41,844,87.3,
3631,10.5,7.52,1013,77.3,
3632,9.8,7.58,1078,71.7,
3633,11.9,7.71,673,87.7,
3634,10.6,7.85,651,81.4,
3635,10.9,7.9,603,96.4,
3636,12.4,7.7,761,72.5,
3637,11.1,7.92,680,95.7,
3638,11,7.97,671,96.1,
3639,10.2,8.01,620,98.1,
3640,11.3,8.07,403.2,71.5,
3641,11.4,7.65,659,119.6,
3642,11.4,7.74,766,100.6,
3643,12.8,7.82,769,109.4,
3644,12.1,7.86,724,111.6,
3645,12.5,7.99,891,120.1,
3646,12.9,7.77,1722,107.4,
3647,13.2,8.07,596,109.1,
3648,10.9,8.15,630,130.7,
3649,10.1,8.1,418.8,71.4,
3650,11.1,7.97,710,83.8,
3651,8.7,7.55,898,96.6,
3652,9,7.67,1133,82,
3653,9,7.68,1133,81.9,
3654,10.1,7.84,697,99.7,
3655,8.7,7.88,680,103.5,
3656,9.3,8,634,110.8,
3657,10.8,7.76,846,82.3,
3658,9.6,8.03,684,109,
3659,9.3,8.05,720,109.9,
3660,8.6,8.05,683,109.8,
3661,7.5,8.2,416.4,71.1,
3662,11.5,7.28,751,102.3,
3663,11.5,7.41,501,87.7,
3664,12.1,7.48,372.8,99.9,
3665,12,7.53,463.4,100.4,
3666,12.1,7.62,530,99.8,
3667,12.5,7.48,805,96.2,
3668,12.2,7.86,186.2,109.7,
3669,10,7.75,749,111.1,
3670,8.5,7.69,562,75.8,
3671,10.9,7.74,706,87.9,
3672,5.8,7.21,930,77.4,
3673,6.7,7.23,1506,63.3,
3674,6.2,7.39,1551,65.7,
3675,7.6,7.63,706,69.3,
3676,5.9,7.63,755,74,
3677,6.1,7.79,628,82.5,
3678,7.2,7.62,883,65.3,
3679,6.3,7.75,707,79,
3680,5.8,7.81,740,79.1,
3681,6.3,7.86,661,80.4,
3682,3.6,7.97,391.2,72.4,
3683,5.7,8,937,98.1,
3684,4.2,7.78,1070,84.4,
3685,7.1,7.89,909,70.9,
3686,7.1,7.8,821,83.5,
3687,8.7,7.87,1074,91.8,
3688,10.7,7.65,2149,82.3,
3689,8.8,8,781,83.6,
3690,3.5,8.09,606,98.4,
3691,3.5,8.02,543,20.1,
3692,3.7,8.05,786,97.7,
3693,5.6,7.27,805,94.3,
3694,6.7,7.32,895,83,
3695,6.7,7.39,886,77.9,
3696,7.2,7.58,747,95.5,
3697,5.9,7.6,788,93.2,
3698,6,7.75,620,97.5,
3699,7.2,7.62,841,83.5,
3700,6.3,7.78,698,99.2,
3701,5.7,7.85,800,100,
3702,6.1,7.91,635,102.8,
3703,4.3,7.98,381.4,83.5,
3704,6.6,7.14,934,96.2,
3705,5.1,7.22,1102,88.3,
3706,7.6,7.47,866,82.8,
3707,7.2,7.51,828,89.1,
3708,9,7.69,1039,92.5,
3709,11.2,7.54,2239,84.5,
3710,8.8,7.91,761,77.7,
3711,4.2,8.02,708,98.3,
3712,2.8,7.91,617,58.9,
3713,4.3,7.98,742,96.5,
3714,6.2,7.02,838,71.3,
3715,7.8,7.2,1022,80,
3716,7.3,7.31,1104,69.9,
3717,7.2,7.52,697,93.5,
3718,6.6,7.58,637,92.8,
3719,6.3,7.66,620,95.5,
3720,7.8,7.54,801,85.7,
3721,6.6,7.71,623,98.3,
3722,6.6,7.76,650,99.3,
3723,6.5,7.8,546,97,
3724,5.1,7.93,378.7,83.7,
3725,7.1,7.04,911,99.1,
3726,6.1,7.13,999,88.9,
3727,7.2,7.27,908,92.2,
3728,7.5,7.38,849,95.4,
3729,8.9,7.47,996,96.9,
3730,10.6,7.38,1909,86.3,
3731,8.7,7.74,646,92.3,
3732,5.4,7.76,625,101.3,
3733,4.2,7.71,610,59.7,
3734,5.9,7.74,678,92.1,
3735,,,,,
3736,,,,,
3737,,,,,
3738,,,,,
3739,,,,,
3740,,,,,
3741,,,,,
3742,,,,,
3743,,,,,
3744,,,,,
3745,3,8.09,1052,101.8,
3746,4.5,7.97,1053,94.3,
3747,5.2,8.05,1102,100.9,
3748,5.5,8.02,771,88.7,
3749,4.6,8.08,906,105.7,
3750,4.7,8.26,686,97.8,
3751,5.3,7.89,952,89.6,
3752,3.7,8.38,803,104.4,
3753,5.1,8.39,959,135.7,
3754,4.9,8.26,718,100,
3755,5.2,8.59,398.4,118.1,
3756,9.9,8.02,815,100.5,
3757,10.7,8.13,802,103.5,
3758,10,8.03,888,104,
3759,9.6,8.08,1026,101.5,
3760,11.9,7.8,2028,77.2,
3761,,,,,
3762,9.9,8.11,693,88.5,
3763,9.9,8.27,718,98.4,
3764,10.6,8,756,94.1,
3765,10,8.12,871,97.3,
3766,10.1,8.01,974,100.8,
3767,10.6,8.05,786,97.6,
3768,9.6,8.27,660,108.3,
3769,9.6,7.91,716,75.6,
3770,10.5,7.92,978,85.6,
3771,10.7,7.98,990,95.7,
3772,10.7,8.39,727,99.8,
3773,11.4,8.75,723,152.7,
3774,10.9,7.9,949,87.8,
3775,12.1,8.38,399.5,91.4,
3776,10.6,8.25,603,90.5,
3777,11.5,8.58,763,94.8,
3778,12.2,8.42,819,90.6,
3779,10.5,9.21,913,97.9,
3780,10.3,10.74,995,82.3,
3781,,,,,
3782,,,,,
3783,,,,,
3784,10.5,8.8,739,87.8,
3785,12.1,,734,96.4,
3786,11.7,9.26,660,89.3,
3787,,,,,
3788,,,,,
3789,,,,,
3790,,,,,
3791,,,,,
