,TEMP,PH,CONDUCTIVITY,DO,BOD,WQI,CLASS
0,0.044444444444444446,0.6010393175335225,0.018663780097691752,0.7115540207885906,0.003514165053973135,74.13318049161472,2
1,0.044444444444444446,0.6010393175335225,0.014875537142409823,0.7115540207885906,0.003514165053973135,70.83906284455591,2
2,0.044444444444444446,0.6010393175335225,0.01785201375013134,0.7115540207885906,0.003514165053973135,73.42729813867355,2
3,0.044444444444444446,0.6010393175335225,0.02109907914037299,0.7115540207885906,0.003514165053973135,76.25082755043826,3
4,0.044444444444444446,0.6010393175335225,0.015416714707450095,0.7115540207885906,0.003514165053973135,71.30965107985001,2
5,0.044444444444444446,0.6010393175335225,0.015957892272490372,0.7115540207885906,0.003514165053973135,71.78023931514413,2
6,0.05185185185185185,0.6010393175335225,0.019204957662732027,0.7115540207885906,0.003514165053973135,74.60376872690885,2
7,0.037037037037037035,0.6010393175335225,0.012710826882248718,0.7115540207885906,0.003514165053973135,68.95670990337943,2
8,0.06666666666666667,0.6010393175335225,0.044640303219624984,0.7115540207885906,0.003514165053973135,96.72141578573238,4
9,0.037037037037037035,0.6010393175335225,0.014334359577369546,0.7115540207885906,0.003514165053973135,70.36847460926178,2
10,0.044444444444444446,0.6010393175335225,0.012981415664768856,0.7115540207885906,0.003514165053973135,69.19200402102649,2
11,0.014814814814814815,0.6010393175335225,0.045993247132225676,0.7115540207885906,0.003514165053973135,97.89788637396767,4
12,0.05185185185185185,0.6010393175335225,0.020287312792812578,0.7115540207885906,0.003514165053973135,75.54494519749709,3
13,0.044444444444444446,0.6010393175335225,0.02218143427045354,0.7115540207885906,0.003514165053973135,77.19200402102648,3
14,0.05925925925925926,0.6010393175335225,0.028675565050936852,0.7115540207885906,0.003514165053973135,82.8390628445559,3
15,0.05185185185185185,0.572736520854527,0.021640256705413266,0.7115540207885906,0.0034551736679396252,72.44104820156683,2
16,0.05185185185185185,0.6744659206510683,0.024346144530614646,0.7115540207885906,0.002545917439534461,84.8593488551616,3
17,0.05925925925925926,0.6744659206510683,0.021640256705413266,0.7115540207885906,0.002545917439534461,82.50640767869102,3
