SAMPLE,Weather,Location,SITE,TEMP,PH,CONDUCTIVITY,DO,Turburdity,Nitrite,NITRATE,TOTAL_COLI,E-Coli,FEACEL,AMONIAUM,BOD,COD,PHOSPHATE,SALINITY,WQI
,,,,,,,,,,,,,,,,,,,76.60293676
,,,,,,,,,,,,,,,,,,,69.89225277
,,,,,,,,,,,,,,,,,,,59.71164914
,,,,,,,,,,,,,,,,,,,106.7838861
,,,,,,,,,,,,,,,,,,,74.50193754
,,,,,,,,,,,,,,,,,,,60.70597337
,,,,,,,,,,,,,,,,,,,67.43983122
,,,,,,,,,,,,,,,,,,,81.12434141
,,,,,,,,,,,,,,,,,,,83.5730734
,,,,,,,,,,,,,,,,,,,75.15250459
,,,,,,,,,,,,,,,,,,,113.5304958
,,,,,,,,,,,,,,,,,,,95.27499831
,,,,,,,,,,,,,,,,,,,72.92756302
,,,,,,,,,,,,,,,,,,,78.15315348
,,,,,,,,,,,,,,,,,,,95.12910676
,,,,,,,,,,,,,,,,,,,73.34934863
,,,,,,,,,,,,,,,,,,,92.13319455
,,,,,,,,,,,,,,,,,,,72.09868572
,,,,,,,,,,,,,,,,,,,40.09682143
,,,,,,,,,,,,,,,,,,,76.40988825
,,,,,,,,,,,,,,,,,,,87.22485509
,,,,,,,,,,,,,,,,,,,82.09747657
,,,,,,,,,,,,,,,,,,,97.72512758
,,,,,,,,,,,,,,,,,,,77.18574861
,,,,,,,,,,,,,,,,,,,84.00862764
,,,,,,,,,,,,,,,,,,,81.87240374
,,,,,,,,,,,,,,,,,,,97.74082508
,,,,,,,,,,,,,,,,,,,77.7338677
,,,,,,,,,,,,,,,,,,,104.3549432
,,,,,,,,,,,,,,,,,,,98.24242688
,,,,,,,,,,,,,,,,,,,95.35294212
,,,,,,,,,,,,,,,,,,,87.3752775
,,,,,,,,,,,,,,,,,,,50.07147709
,,,,,,,,,,,,,,,,,,,90.68160865
,,,,,,,,,,,,,,,,,,,89.18267822
,,,,,,,,,,,,,,,,,,,102.921119
,,,,,,,,,,,,,,,,,,,98.24699961
,,,,,,,,,,,,,,,,,,,102.7640034
,,,,,,,,,,,,,,,,,,,90.76039318
,,,,,,,,,,,,,,,,,,,50.40193385
,,,,,,,,,,,,,,,,,,,68.75842894
,,,,,,,,,,,,,,,,,,,50.87363484
,,,,,,,,,,,,,,,,,,,73.19288002
,,,,,,,,,,,,,,,,,,,91.69931013
,,,,,,,,,,,,,,,,,,,76.72504512
,,,,,,,,,,,,,,,,,,,98.7203913
,,,,,,,,,,,,,,,,,,,66.89662893
,,,,,,,,,,,,,,,,,,,106.8415001
,,,,,,,,,,,,,,,,,,,108.6659529
,,,,,,,,,,,,,,,,,,,81.81499384
,,,,,,,,,,,,,,,,,,,110.850004
,,,,,,,,,,,,,,,,,,,98.0317548
,,,,,,,,,,,,,,,,,,,55.28376423
,,,,,,,,,,,,,,,,,,,82.25895363
,,,,,,,,,,,,,,,,,,,93.40216346
,,,,,,,,,,,,,,,,,,,86.03015654
,,,,,,,,,,,,,,,,,,,103.1095644
,,,,,,,,,,,,,,,,,,,88.87301216
,,,,,,,,,,,,,,,,,,,77.20284375
,,,,,,,,,,,,,,,,,,,55.94159757
,,,,,,,,,,,,,,,,,,,72.43130731
,,,,,,,,,,,,,,,,,,,94.45671044
,,,,,,,,,,,,,,,,,,,74.20708683
,,,,,,,,,,,,,,,,,,,73.27012247
,,,,,,,,,,,,,,,,,,,93.05354516
,,,,,,,,,,,,,,,,,,,72.37569368
,,,,,,,,,,,,,,,,,,,94.17712221
,,,,,,,,,,,,,,,,,,,62.00667253
,,,,,,,,,,,,,,,,,,,104.3744164
,,,,,,,,,,,,,,,,,,,106.4728881
,,,,,,,,,,,,,,,,,,,73.91928062
,,,,,,,,,,,,,,,,,,,110.8274417
,,,,,,,,,,,,,,,,,,,81.78234168
,,,,,,,,,,,,,,,,,,,86.13554157
,,,,,,,,,,,,,,,,,,,113.4523401
,,,,,,,,,,,,,,,,,,,75.94133081
,,,,,,,,,,,,,,,,,,,98.60994197
,,,,,,,,,,,,,,,,,,,76.4889319
,,,,,,,,,,,,,,,,,,,97.78235282
,,,,,,,,,,,,,,,,,,,69.67025242
,,,,,,,,,,,,,,,,,,,78.95850206
,,,,,,,,,,,,,,,,,,,104.9926147
,,,,,,,,,,,,,,,,,,,84.22297633
,,,,,,,,,,,,,,,,,,,72.7392596
,,,,,,,,,,,,,,,,,,,99.54374299
,,,,,,,,,,,,,,,,,,,65.82531679
,,,,,,,,,,,,,,,,,,,83.16196486
,,,,,,,,,,,,,,,,,,,107.655835
,,,,,,,,,,,,,,,,,,,102.5286101
,,,,,,,,,,,,,,,,,,,75.19940093
,,,,,,,,,,,,,,,,,,,71.9895426
,,,,,,,,,,,,,,,,,,,94.79613185
,,,,,,,,,,,,,,,,,,,56.74652417
,,,,,,,,,,,,,,,,,,,82.70687482
,,,,,,,,,,,,,,,,,,,87.47598516
,,,,,,,,,,,,,,,,,,,92.71101483
,,,,,,,,,,,,,,,,,,,93.83110429
,,,,,,,,,,,,,,,,,,,64.7543359
,,,,,,,,,,,,,,,,,,,89.9618273
,,,,,,,,,,,,,,,,,,,88.81256365
,,,,,,,,,,,,,,,,,,,111.1203916
,,,,,,,,,,,,,,,,,,,87.33332227
,,,,,,,,,,,,,,,,,,,95.64670854
,,,,,,,,,,,,,,,,,,,82.48693254
,,,,,,,,,,,,,,,,,,,82.39712549
,,,,,,,,,,,,,,,,,,,88.25757389
,,,,,,,,,,,,,,,,,,,62.59414808
,,,,,,,,,,,,,,,,,,,94.27382105
,,,,,,,,,,,,,,,,,,,54.51158695
,,,,,,,,,,,,,,,,,,,70.82107878
,,,,,,,,,,,,,,,,,,,80.26210797
,,,,,,,,,,,,,,,,,,,79.24584243
,,,,,,,,,,,,,,,,,,,72.64968509
,,,,,,,,,,,,,,,,,,,83.75251115
,,,,,,,,,,,,,,,,,,,106.126886
,,,,,,,,,,,,,,,,,,,62.17099897
,,,,,,,,,,,,,,,,,,,90.28470266
,,,,,,,,,,,,,,,,,,,103.5724498
,,,,,,,,,,,,,,,,,,,83.61070434
,,,,,,,,,,,,,,,,,,,58.09565897
,,,,,,,,,,,,,,,,,,,81.53998171
,,,,,,,,,,,,,,,,,,,81.85312607
,,,,,,,,,,,,,,,,,,,76.42118587
,,,,,,,,,,,,,,,,,,,65.55538637
,,,,,,,,,,,,,,,,,,,89.5700219
,,,,,,,,,,,,,,,,,,,87.94669794
,,,,,,,,,,,,,,,,,,,60.47068061
,,,,,,,,,,,,,,,,,,,91.21848403
,,,,,,,,,,,,,,,,,,,120.9506187
,,,,,,,,,,,,,,,,,,,61.14403524
,,,,,,,,,,,,,,,,,,,94.41513741
,,,,,,,,,,,,,,,,,,,98.77507412
,,,,,,,,,,,,,,,,,,,74.75044734
,,,,,,,,,,,,,,,,,,,77.84582442
,,,,,,,,,,,,,,,,,,,96.1540087
,,,,,,,,,,,,,,,,,,,50.1171532
,,,,,,,,,,,,,,,,,,,83.2257664
,,,,,,,,,,,,,,,,,,,89.07126734
,,,,,,,,,,,,,,,,,,,95.80658964
,,,,,,,,,,,,,,,,,,,62.94854364
,,,,,,,,,,,,,,,,,,,52.25819354
,,,,,,,,,,,,,,,,,,,71.59164062
,,,,,,,,,,,,,,,,,,,99.71381806
,,,,,,,,,,,,,,,,,,,102.998471
,,,,,,,,,,,,,,,,,,,86.36523776
,,,,,,,,,,,,,,,,,,,90.52401306
,,,,,,,,,,,,,,,,,,,94.83982521
,,,,,,,,,,,,,,,,,,,77.73387305
,,,,,,,,,,,,,,,,,,,49.62964242
,,,,,,,,,,,,,,,,,,,59.24912016
,,,,,,,,,,,,,,,,,,,108.6022572
,,,,,,,,,,,,,,,,,,,106.2889861
,,,,,,,,,,,,,,,,,,,65.36745428
,,,,,,,,,,,,,,,,,,,63.07856385
,,,,,,,,,,,,,,,,,,,44.59575099
,,,,,,,,,,,,,,,,,,,71.63791013
,,,,,,,,,,,,,,,,,,,56.65401484
,,,,,,,,,,,,,,,,,,,59.38279888
,,,,,,,,,,,,,,,,,,,84.52064956
,,,,,,,,,,,,,,,,,,,52.5374164
,,,,,,,,,,,,,,,,,,,97.69748944
,,,,,,,,,,,,,,,,,,,80.74619767
,,,,,,,,,,,,,,,,,,,75.88229054
,,,,,,,,,,,,,,,,,,,102.1748051
,,,,,,,,,,,,,,,,,,,95.90134475
,,,,,,,,,,,,,,,,,,,93.37521253
,,,,,,,,,,,,,,,,,,,83.70826092
,,,,,,,,,,,,,,,,,,,80.39877732
,,,,,,,,,,,,,,,,,,,83.14766768
,,,,,,,,,,,,,,,,,,,87.62551647
,,,,,,,,,,,,,,,,,,,90.4212723
,,,,,,,,,,,,,,,,,,,79.96268125
,,,,,,,,,,,,,,,,,,,73.51857498
,,,,,,,,,,,,,,,,,,,100.3845948
,,,,,,,,,,,,,,,,,,,100.1240534
,,,,,,,,,,,,,,,,,,,102.6085204
,,,,,,,,,,,,,,,,,,,69.19009591
,,,,,,,,,,,,,,,,,,,108.9957388
,,,,,,,,,,,,,,,,,,,91.21268236
,,,,,,,,,,,,,,,,,,,67.52989375
,,,,,,,,,,,,,,,,,,,86.17441781
,,,,,,,,,,,,,,,,,,,52.29887373
,,,,,,,,,,,,,,,,,,,71.56534105
,,,,,,,,,,,,,,,,,,,87.69736292
,,,,,,,,,,,,,,,,,,,80.51826523
,,,,,,,,,,,,,,,,,,,83.8731869
,,,,,,,,,,,,,,,,,,,75.81994658
,,,,,,,,,,,,,,,,,,,61.4323195
,,,,,,,,,,,,,,,,,,,87.38780166
,,,,,,,,,,,,,,,,,,,99.79620235
,,,,,,,,,,,,,,,,,,,97.14270222
,,,,,,,,,,,,,,,,,,,98.85704988
,,,,,,,,,,,,,,,,,,,88.04103595
,,,,,,,,,,,,,,,,,,,73.38368598
,,,,,,,,,,,,,,,,,,,111.0030614
,,,,,,,,,,,,,,,,,,,105.7269474
,,,,,,,,,,,,,,,,,,,98.4840546
,,,,,,,,,,,,,,,,,,,90.81060767
,,,,,,,,,,,,,,,,,,,66.04485878
,,,,,,,,,,,,,,,,,,,72.4567249
,,,,,,,,,,,,,,,,,,,83.63836316
,,,,,,,,,,,,,,,,,,,77.47707151
,,,,,,,,,,,,,,,,,,,99.71586685
,,,,,,,,,,,,,,,,,,,113.0801764
,,,,,,,,,,,,,,,,,,,51.10662521
,,,,,,,,,,,,,,,,,,,56.12902089
,,,,,,,,,,,,,,,,,,,62.30347087
,,,,,,,,,,,,,,,,,,,99.37514195
,,,,,,,,,,,,,,,,,,,97.6688461
,,,,,,,,,,,,,,,,,,,104.1334472
,,,,,,,,,,,,,,,,,,,94.77339199
,,,,,,,,,,,,,,,,,,,71.93383582
,,,,,,,,,,,,,,,,,,,86.23855382
,,,,,,,,,,,,,,,,,,,85.25516821
,,,,,,,,,,,,,,,,,,,51.57732502
,,,,,,,,,,,,,,,,,,,112.8085883
,,,,,,,,,,,,,,,,,,,98.97381373
,,,,,,,,,,,,,,,,,,,77.57368041
,,,,,,,,,,,,,,,,,,,96.54912167
,,,,,,,,,,,,,,,,,,,76.90691557
,,,,,,,,,,,,,,,,,,,77.84255835
,,,,,,,,,,,,,,,,,,,57.22786253
,,,,,,,,,,,,,,,,,,,92.26565975
,,,,,,,,,,,,,,,,,,,77.46816638
,,,,,,,,,,,,,,,,,,,83.29648399
,,,,,,,,,,,,,,,,,,,110.8173356
,,,,,,,,,,,,,,,,,,,104.7199801
,,,,,,,,,,,,,,,,,,,62.98556371
,,,,,,,,,,,,,,,,,,,81.01828416
,,,,,,,,,,,,,,,,,,,84.91681887
,,,,,,,,,,,,,,,,,,,71.0439071
,,,,,,,,,,,,,,,,,,,72.37954006
,,,,,,,,,,,,,,,,,,,101.3538791
,,,,,,,,,,,,,,,,,,,91.34721648
,,,,,,,,,,,,,,,,,,,93.76597887
,,,,,,,,,,,,,,,,,,,81.72606785
,,,,,,,,,,,,,,,,,,,71.91115082
,,,,,,,,,,,,,,,,,,,84.78131467
,,,,,,,,,,,,,,,,,,,76.09083511
,,,,,,,,,,,,,,,,,,,87.73215678
,,,,,,,,,,,,,,,,,,,82.62465621
,,,,,,,,,,,,,,,,,,,90.25334808
,,,,,,,,,,,,,,,,,,,89.05606667
,,,,,,,,,,,,,,,,,,,61.51568154
,,,,,,,,,,,,,,,,,,,68.22518515
,,,,,,,,,,,,,,,,,,,87.75856695
,,,,,,,,,,,,,,,,,,,68.80768157
,,,,,,,,,,,,,,,,,,,113.0178504
,,,,,,,,,,,,,,,,,,,87.97708626
,,,,,,,,,,,,,,,,,,,105.4696502
,,,,,,,,,,,,,,,,,,,99.75057592
,,,,,,,,,,,,,,,,,,,95.65640862
,,,,,,,,,,,,,,,,,,,89.88267397
,,,,,,,,,,,,,,,,,,,78.87859141
,,,,,,,,,,,,,,,,,,,62.06733174
,,,,,,,,,,,,,,,,,,,76.4294032
,,,,,,,,,,,,,,,,,,,67.48255594
,,,,,,,,,,,,,,,,,,,107.2331384
,,,,,,,,,,,,,,,,,,,64.54863283
,,,,,,,,,,,,,,,,,,,99.58279089
,,,,,,,,,,,,,,,,,,,69.18047888
,,,,,,,,,,,,,,,,,,,94.04204336
,,,,,,,,,,,,,,,,,,,109.1309455
,,,,,,,,,,,,,,,,,,,89.78825265
,,,,,,,,,,,,,,,,,,,86.91670944
,,,,,,,,,,,,,,,,,,,66.52541433
,,,,,,,,,,,,,,,,,,,63.20145117
,,,,,,,,,,,,,,,,,,,108.3425408
,,,,,,,,,,,,,,,,,,,110.39294
,,,,,,,,,,,,,,,,,,,88.91938577
,,,,,,,,,,,,,,,,,,,101.9479157
,,,,,,,,,,,,,,,,,,,88.9646518
,,,,,,,,,,,,,,,,,,,72.78646828
,,,,,,,,,,,,,,,,,,,107.0529929
,,,,,,,,,,,,,,,,,,,93.32228209
,,,,,,,,,,,,,,,,,,,107.8513553
,,,,,,,,,,,,,,,,,,,91.27160769
,,,,,,,,,,,,,,,,,,,75.91824453
,,,,,,,,,,,,,,,,,,,105.1863463
,,,,,,,,,,,,,,,,,,,81.90567709
,,,,,,,,,,,,,,,,,,,85.66237668
,,,,,,,,,,,,,,,,,,,73.78895011
,,,,,,,,,,,,,,,,,,,104.7991957
,,,,,,,,,,,,,,,,,,,124.7567777
,,,,,,,,,,,,,,,,,,,92.56520085
,,,,,,,,,,,,,,,,,,,76.12586004
,,,,,,,,,,,,,,,,,,,86.1648359
,,,,,,,,,,,,,,,,,,,71.69434662
,,,,,,,,,,,,,,,,,,,48.94927439
,,,,,,,,,,,,,,,,,,,77.20792997
,,,,,,,,,,,,,,,,,,,88.0503001
,,,,,,,,,,,,,,,,,,,69.25827188
,,,,,,,,,,,,,,,,,,,73.70247057
,,,,,,,,,,,,,,,,,,,97.30583611
,,,,,,,,,,,,,,,,,,,77.05292192
,,,,,,,,,,,,,,,,,,,79.85635798
,,,,,,,,,,,,,,,,,,,93.53274756
,,,,,,,,,,,,,,,,,,,116.3247024
,,,,,,,,,,,,,,,,,,,65.40441354
,,,,,,,,,,,,,,,,,,,73.0765311
,,,,,,,,,,,,,,,,,,,90.47066407
,,,,,,,,,,,,,,,,,,,92.50568845
,,,,,,,,,,,,,,,,,,,95.65337567
,,,,,,,,,,,,,,,,,,,88.74545494
,,,,,,,,,,,,,,,,,,,41.10107828
,,,,,,,,,,,,,,,,,,,84.97269129
,,,,,,,,,,,,,,,,,,,55.98895982
,,,,,,,,,,,,,,,,,,,97.49970965
,,,,,,,,,,,,,,,,,,,83.28140914
,,,,,,,,,,,,,,,,,,,105.2717565
,,,,,,,,,,,,,,,,,,,65.14747578
,,,,,,,,,,,,,,,,,,,100.8114231
,,,,,,,,,,,,,,,,,,,111.140395
,,,,,,,,,,,,,,,,,,,77.66463868
,,,,,,,,,,,,,,,,,,,57.55574015
,,,,,,,,,,,,,,,,,,,59.82171569
,,,,,,,,,,,,,,,,,,,86.46267166
,,,,,,,,,,,,,,,,,,,75.41507928
,,,,,,,,,,,,,,,,,,,77.99945685
,,,,,,,,,,,,,,,,,,,67.97216201
,,,,,,,,,,,,,,,,,,,69.76600683
,,,,,,,,,,,,,,,,,,,77.60838143
,,,,,,,,,,,,,,,,,,,72.12929502
,,,,,,,,,,,,,,,,,,,100.895354
,,,,,,,,,,,,,,,,,,,98.21417634
,,,,,,,,,,,,,,,,,,,83.03103915
,,,,,,,,,,,,,,,,,,,99.80034883
,,,,,,,,,,,,,,,,,,,68.70162946
,,,,,,,,,,,,,,,,,,,91.05006662
,,,,,,,,,,,,,,,,,,,80.7594223
,,,,,,,,,,,,,,,,,,,108.0355724
,,,,,,,,,,,,,,,,,,,90.48577317
,,,,,,,,,,,,,,,,,,,67.08572457
,,,,,,,,,,,,,,,,,,,70.49673823
,,,,,,,,,,,,,,,,,,,83.01504713
,,,,,,,,,,,,,,,,,,,82.40334189
,,,,,,,,,,,,,,,,,,,94.73851549
,,,,,,,,,,,,,,,,,,,74.80650778
,,,,,,,,,,,,,,,,,,,81.32572021
,,,,,,,,,,,,,,,,,,,98.45382796
,,,,,,,,,,,,,,,,,,,105.9353654
,,,,,,,,,,,,,,,,,,,121.4914508
,,,,,,,,,,,,,,,,,,,104.3523252
,,,,,,,,,,,,,,,,,,,94.71018681
,,,,,,,,,,,,,,,,,,,92.09146005
,,,,,,,,,,,,,,,,,,,90.57345888
,,,,,,,,,,,,,,,,,,,83.28053325
,,,,,,,,,,,,,,,,,,,71.94865501
,,,,,,,,,,,,,,,,,,,63.0537846
,,,,,,,,,,,,,,,,,,,98.82672661
,,,,,,,,,,,,,,,,,,,87.41482025
,,,,,,,,,,,,,,,,,,,73.34197138
,,,,,,,,,,,,,,,,,,,53.9220827
,,,,,,,,,,,,,,,,,,,89.20499419
,,,,,,,,,,,,,,,,,,,94.07032558
,,,,,,,,,,,,,,,,,,,79.34619293
,,,,,,,,,,,,,,,,,,,61.73942247
,,,,,,,,,,,,,,,,,,,83.97940542
,,,,,,,,,,,,,,,,,,,104.6268799
,,,,,,,,,,,,,,,,,,,85.91658624
,,,,,,,,,,,,,,,,,,,78.62420814
,,,,,,,,,,,,,,,,,,,77.03341804
,,,,,,,,,,,,,,,,,,,73.75490704
,,,,,,,,,,,,,,,,,,,66.38055807
,,,,,,,,,,,,,,,,,,,93.8430218
,,,,,,,,,,,,,,,,,,,96.2225143
,,,,,,,,,,,,,,,,,,,75.75144121
,,,,,,,,,,,,,,,,,,,87.47489423
,,,,,,,,,,,,,,,,,,,100.6978607
,,,,,,,,,,,,,,,,,,,103.60725
,,,,,,,,,,,,,,,,,,,91.137895
,,,,,,,,,,,,,,,,,,,89.61702165
,,,,,,,,,,,,,,,,,,,75.43127035
,,,,,,,,,,,,,,,,,,,83.2237883
,,,,,,,,,,,,,,,,,,,57.54606411
,,,,,,,,,,,,,,,,,,,98.5032479
,,,,,,,,,,,,,,,,,,,108.9919402
,,,,,,,,,,,,,,,,,,,78.20036331
,,,,,,,,,,,,,,,,,,,98.09761781
,,,,,,,,,,,,,,,,,,,53.886428
,,,,,,,,,,,,,,,,,,,51.95125487
,,,,,,,,,,,,,,,,,,,76.20587677
,,,,,,,,,,,,,,,,,,,94.97487027
,,,,,,,,,,,,,,,,,,,72.81040017
,,,,,,,,,,,,,,,,,,,86.13537655
,,,,,,,,,,,,,,,,,,,99.18745361
,,,,,,,,,,,,,,,,,,,91.85181978
,,,,,,,,,,,,,,,,,,,58.99757505
,,,,,,,,,,,,,,,,,,,99.99125218
,,,,,,,,,,,,,,,,,,,112.6880918
,,,,,,,,,,,,,,,,,,,73.51038121
,,,,,,,,,,,,,,,,,,,88.06998638
,,,,,,,,,,,,,,,,,,,97.97121716
,,,,,,,,,,,,,,,,,,,89.54687539
,,,,,,,,,,,,,,,,,,,76.94791181
,,,,,,,,,,,,,,,,,,,65.79138967
,,,,,,,,,,,,,,,,,,,85.2931988
,,,,,,,,,,,,,,,,,,,106.8027751
,,,,,,,,,,,,,,,,,,,96.24776311
,,,,,,,,,,,,,,,,,,,69.28576528
,,,,,,,,,,,,,,,,,,,81.62868899
,,,,,,,,,,,,,,,,,,,88.8746398
,,,,,,,,,,,,,,,,,,,93.18226206
,,,,,,,,,,,,,,,,,,,106.5662661
,,,,,,,,,,,,,,,,,,,95.24119745
,,,,,,,,,,,,,,,,,,,94.2111428
,,,,,,,,,,,,,,,,,,,103.596935
,,,,,,,,,,,,,,,,,,,91.13331179
,,,,,,,,,,,,,,,,,,,97.87657943
,,,,,,,,,,,,,,,,,,,80.3123452
,,,,,,,,,,,,,,,,,,,121.4296727
,,,,,,,,,,,,,,,,,,,74.45600464
,,,,,,,,,,,,,,,,,,,65.97362177
,,,,,,,,,,,,,,,,,,,94.84701088
,,,,,,,,,,,,,,,,,,,80.61475061
,,,,,,,,,,,,,,,,,,,95.49945356
,,,,,,,,,,,,,,,,,,,74.4227404
,,,,,,,,,,,,,,,,,,,69.18788956
,,,,,,,,,,,,,,,,,,,83.54230239
,,,,,,,,,,,,,,,,,,,117.0476792
,,,,,,,,,,,,,,,,,,,80.25100482
,,,,,,,,,,,,,,,,,,,66.41514812
,,,,,,,,,,,,,,,,,,,96.91450096
,,,,,,,,,,,,,,,,,,,71.22794862
,,,,,,,,,,,,,,,,,,,55.4700903
,,,,,,,,,,,,,,,,,,,92.64252056
,,,,,,,,,,,,,,,,,,,82.79729827
,,,,,,,,,,,,,,,,,,,82.24556496
,,,,,,,,,,,,,,,,,,,107.6864062
,,,,,,,,,,,,,,,,,,,59.26516612
,,,,,,,,,,,,,,,,,,,81.53435
,,,,,,,,,,,,,,,,,,,98.6593121
,,,,,,,,,,,,,,,,,,,77.51680921
,,,,,,,,,,,,,,,,,,,106.1596443
,,,,,,,,,,,,,,,,,,,63.49106107
,,,,,,,,,,,,,,,,,,,91.89458036
,,,,,,,,,,,,,,,,,,,99.65162814
,,,,,,,,,,,,,,,,,,,103.2110111
,,,,,,,,,,,,,,,,,,,97.07967943
,,,,,,,,,,,,,,,,,,,75.74830732
,,,,,,,,,,,,,,,,,,,93.73434745
,,,,,,,,,,,,,,,,,,,79.43304171
,,,,,,,,,,,,,,,,,,,104.7114856
,,,,,,,,,,,,,,,,,,,99.85226862
,,,,,,,,,,,,,,,,,,,69.12826125
,,,,,,,,,,,,,,,,,,,102.0852411
,,,,,,,,,,,,,,,,,,,67.46313579
,,,,,,,,,,,,,,,,,,,67.26058884
,,,,,,,,,,,,,,,,,,,91.35734287
,,,,,,,,,,,,,,,,,,,61.3067313
,,,,,,,,,,,,,,,,,,,81.66294009
,,,,,,,,,,,,,,,,,,,109.1846625
,,,,,,,,,,,,,,,,,,,79.54252268
,,,,,,,,,,,,,,,,,,,112.317794
,,,,,,,,,,,,,,,,,,,89.12845638
,,,,,,,,,,,,,,,,,,,63.00508653
,,,,,,,,,,,,,,,,,,,106.7312187
,,,,,,,,,,,,,,,,,,,105.9754252
,,,,,,,,,,,,,,,,,,,70.65059449
,,,,,,,,,,,,,,,,,,,101.457038
,,,,,,,,,,,,,,,,,,,64.41317987
,,,,,,,,,,,,,,,,,,,53.50888754
,,,,,,,,,,,,,,,,,,,88.58869391
,,,,,,,,,,,,,,,,,,,69.99900172
,,,,,,,,,,,,,,,,,,,68.44913913
,,,,,,,,,,,,,,,,,,,76.71086805
,,,,,,,,,,,,,,,,,,,55.23224699
,,,,,,,,,,,,,,,,,,,98.50897881
,,,,,,,,,,,,,,,,,,,107.6932389
,,,,,,,,,,,,,,,,,,,47.97853654
,,,,,,,,,,,,,,,,,,,72.43342314
,,,,,,,,,,,,,,,,,,,73.20702357
,,,,,,,,,,,,,,,,,,,111.8907577
,,,,,,,,,,,,,,,,,,,81.3183612
,,,,,,,,,,,,,,,,,,,88.78871806
,,,,,,,,,,,,,,,,,,,100.5566084
,,,,,,,,,,,,,,,,,,,114.9225391
,,,,,,,,,,,,,,,,,,,67.19667515
,,,,,,,,,,,,,,,,,,,72.2341123
,,,,,,,,,,,,,,,,,,,86.56442133
,,,,,,,,,,,,,,,,,,,87.1004537
,,,,,,,,,,,,,,,,,,,93.66087167
,,,,,,,,,,,,,,,,,,,89.91948628
,,,,,,,,,,,,,,,,,,,51.16067574
,,,,,,,,,,,,,,,,,,,82.19661352
,,,,,,,,,,,,,,,,,,,85.82940783
,,,,,,,,,,,,,,,,,,,113.4782082
,,,,,,,,,,,,,,,,,,,76.85039253
,,,,,,,,,,,,,,,,,,,78.24054283
,,,,,,,,,,,,,,,,,,,75.48971131
,,,,,,,,,,,,,,,,,,,78.93341666
,,,,,,,,,,,,,,,,,,,90.38645361
,,,,,,,,,,,,,,,,,,,75.2061741
,,,,,,,,,,,,,,,,,,,121.6610206
,,,,,,,,,,,,,,,,,,,90.51791173
,,,,,,,,,,,,,,,,,,,81.28710044
,,,,,,,,,,,,,,,,,,,101.0420846
,,,,,,,,,,,,,,,,,,,76.47246995
,,,,,,,,,,,,,,,,,,,77.10603727
,,,,,,,,,,,,,,,,,,,64.25678942
,,,,,,,,,,,,,,,,,,,110.2281178
,,,,,,,,,,,,,,,,,,,110.686084
,,,,,,,,,,,,,,,,,,,95.5349384
,,,,,,,,,,,,,,,,,,,84.47876526
,,,,,,,,,,,,,,,,,,,66.0316699
,,,,,,,,,,,,,,,,,,,96.19797274
,,,,,,,,,,,,,,,,,,,96.01905617
,,,,,,,,,,,,,,,,,,,111.4682889
,,,,,,,,,,,,,,,,,,,99.90670586
,,,,,,,,,,,,,,,,,,,90.99983999
,,,,,,,,,,,,,,,,,,,84.97948288
,,,,,,,,,,,,,,,,,,,74.17849375
,,,,,,,,,,,,,,,,,,,92.91358281
,,,,,,,,,,,,,,,,,,,102.1288855
,,,,,,,,,,,,,,,,,,,101.8550537
,,,,,,,,,,,,,,,,,,,65.19276223
,,,,,,,,,,,,,,,,,,,81.06738747
,,,,,,,,,,,,,,,,,,,71.91862532
,,,,,,,,,,,,,,,,,,,96.37293958
,,,,,,,,,,,,,,,,,,,61.04201697
,,,,,,,,,,,,,,,,,,,122.975002
,,,,,,,,,,,,,,,,,,,66.80372786
,,,,,,,,,,,,,,,,,,,56.2252978
,,,,,,,,,,,,,,,,,,,107.7683657
,,,,,,,,,,,,,,,,,,,44.93799662
,,,,,,,,,,,,,,,,,,,114.4439846
,,,,,,,,,,,,,,,,,,,94.14509152
,,,,,,,,,,,,,,,,,,,81.19214227
,,,,,,,,,,,,,,,,,,,117.9338077
,,,,,,,,,,,,,,,,,,,82.88245743
,,,,,,,,,,,,,,,,,,,109.3423638
,,,,,,,,,,,,,,,,,,,94.80996903
,,,,,,,,,,,,,,,,,,,75.79762528
,,,,,,,,,,,,,,,,,,,74.88809704
,,,,,,,,,,,,,,,,,,,122.4742297
,,,,,,,,,,,,,,,,,,,97.2872583
,,,,,,,,,,,,,,,,,,,59.36364646
,,,,,,,,,,,,,,,,,,,65.04907967
,,,,,,,,,,,,,,,,,,,60.95350621
,,,,,,,,,,,,,,,,,,,75.24604336
,,,,,,,,,,,,,,,,,,,66.91048953
,,,,,,,,,,,,,,,,,,,64.80954385
,,,,,,,,,,,,,,,,,,,67.70910559
,,,,,,,,,,,,,,,,,,,76.67889279
,,,,,,,,,,,,,,,,,,,58.62266021
,,,,,,,,,,,,,,,,,,,89.02580721
,,,,,,,,,,,,,,,,,,,87.48349399
,,,,,,,,,,,,,,,,,,,102.7001882
,,,,,,,,,,,,,,,,,,,122.1810828
,,,,,,,,,,,,,,,,,,,86.3871931
,,,,,,,,,,,,,,,,,,,100.3868614
,,,,,,,,,,,,,,,,,,,89.93232514
,,,,,,,,,,,,,,,,,,,91.39958375
,,,,,,,,,,,,,,,,,,,70.14579655
,,,,,,,,,,,,,,,,,,,86.35222339
,,,,,,,,,,,,,,,,,,,74.99101193
